timestamp,from_bank,to_bank,amount_paid,amount_received,payment_format,is_laundering
2022-01-04 00:00:00,Bank_A,Bank_Z,2.77,331.81,Wire,0
2022-01-04 01:00:00,Bank_A,Bank_Y,844.95,44.64,Transfer,0
2022-01-04 02:00:00,Bank_C,Bank_Y,613.55,1796.08,Cash,0
2022-01-04 03:00:00,Bank_A,Bank_X,652.83,364.92,Credit Card,0
2022-01-04 04:00:00,Bank_C,Bank_Z,737.61,476.2,Cash,0
2022-01-04 05:00:00,Bank_A,Bank_X,38.46,134.99,Transfer,0
2022-01-04 06:00:00,Bank_B,Bank_X,221.95,330.34,Wire,0
2022-01-04 07:00:00,Bank_B,Bank_Y,61.58,280.31,Wire,0
2022-01-04 08:00:00,Bank_A,Bank_Y,994.26,38.92,Cash,0
2022-01-04 09:00:00,Bank_B,Bank_Y,488.15,56.11,Wire,0
2022-01-04 10:00:00,Bank_B,Bank_Y,200.91,908.45,Transfer,0
2022-01-04 11:00:00,Bank_B,Bank_Y,32.83,137.1,Transfer,0
2022-01-04 12:00:00,Bank_C,Bank_Z,186.24,108.43,Wire,1
2022-01-04 13:00:00,Bank_A,Bank_X,196.66,351.51,Credit Card,1
2022-01-04 14:00:00,Bank_A,Bank_Z,653.94,732.12,Wire,0
2022-01-04 15:00:00,Bank_A,Bank_X,507.44,31.97,Wire,0
2022-01-04 16:00:00,Bank_B,Bank_Y,1091.13,429.96,Cash,0
2022-01-04 17:00:00,Bank_C,Bank_Z,319.53,63.47,Credit Card,0
2022-01-04 18:00:00,Bank_A,Bank_X,63.69,18.57,Wire,0
2022-01-04 19:00:00,Bank_B,Bank_Y,624.56,27.09,Cash,0
2022-01-04 20:00:00,Bank_C,Bank_Y,715.2,898.38,Cash,0
2022-01-04 21:00:00,Bank_C,Bank_Z,411.94,62.77,Cash,0
2022-01-04 22:00:00,Bank_A,Bank_Z,736.94,23.1,Transfer,0
2022-01-04 23:00:00,Bank_A,Bank_Z,340.41,288.04,Cash,0
2022-01-05 00:00:00,Bank_B,Bank_Y,369.84,928.93,Cash,0
2022-01-05 01:00:00,Bank_A,Bank_X,278.91,152.18,Transfer,0
2022-01-05 02:00:00,Bank_B,Bank_X,12.87,273.84,Transfer,0
2022-01-05 03:00:00,Bank_C,Bank_Z,57.08,20.37,Cash,0
2022-01-05 04:00:00,Bank_C,Bank_X,15.97,298.08,Wire,0
2022-01-05 05:00:00,Bank_C,Bank_Y,505.86,430.92,Credit Card,1
2022-01-05 06:00:00,Bank_C,Bank_X,188.7,423.04,Transfer,0
2022-01-05 07:00:00,Bank_A,Bank_Y,355.22,202.05,Credit Card,0
2022-01-05 08:00:00,Bank_A,Bank_Z,1190.63,189.56,Transfer,0
2022-01-05 09:00:00,Bank_B,Bank_X,143.37,56.37,Cash,0
2022-01-05 10:00:00,Bank_B,Bank_Y,264.14,228.48,Transfer,0
2022-01-05 11:00:00,Bank_B,Bank_Z,704.37,52.4,Cash,0
2022-01-05 12:00:00,Bank_B,Bank_Z,129.9,727.49,Credit Card,0
2022-01-05 13:00:00,Bank_B,Bank_Z,40.05,1694.75,Wire,0
2022-01-05 14:00:00,Bank_C,Bank_Z,171.07,1754.52,Cash,0
2022-01-05 15:00:00,Bank_C,Bank_X,87.9,1001.5,Credit Card,1
2022-01-05 16:00:00,Bank_C,Bank_Y,1327.48,459.14,Credit Card,0
2022-01-05 17:00:00,Bank_B,Bank_X,825.44,603.43,Transfer,0
2022-01-05 18:00:00,Bank_C,Bank_Y,501.75,167.88,Cash,0
2022-01-05 19:00:00,Bank_C,Bank_Z,1025.76,498.17,Credit Card,0
2022-01-05 20:00:00,Bank_C,Bank_X,813.98,304.08,Wire,0
2022-01-05 21:00:00,Bank_C,Bank_Z,103.25,328.91,Transfer,0
2022-01-05 22:00:00,Bank_A,Bank_Y,1115.41,708.95,Transfer,0
2022-01-05 23:00:00,Bank_B,Bank_Z,387.55,165.59,Credit Card,0
2022-01-06 00:00:00,Bank_B,Bank_X,823.67,191.39,Cash,0
2022-01-06 01:00:00,Bank_A,Bank_X,1132.12,1292.75,Transfer,0
2022-01-06 02:00:00,Bank_C,Bank_Y,191.37,28.93,Cash,0
2022-01-06 03:00:00,Bank_C,Bank_Y,58.3,332.41,Credit Card,0
2022-01-06 04:00:00,Bank_C,Bank_X,129.34,1219.78,Credit Card,0
2022-01-06 05:00:00,Bank_B,Bank_X,278.53,471.27,Cash,0
2022-01-06 06:00:00,Bank_B,Bank_X,851.91,395.28,Wire,0
2022-01-06 07:00:00,Bank_B,Bank_X,985.67,143.67,Transfer,0
2022-01-06 08:00:00,Bank_B,Bank_Y,3.49,210.25,Credit Card,0
2022-01-06 09:00:00,Bank_B,Bank_X,357.44,955.44,Wire,0
2022-01-06 10:00:00,Bank_A,Bank_Y,270.14,409.6,Wire,0
2022-01-06 11:00:00,Bank_B,Bank_X,125.58,361.54,Cash,1
2022-01-06 12:00:00,Bank_C,Bank_X,63.84,52.45,Cash,0
2022-01-06 13:00:00,Bank_B,Bank_Z,205.95,8.08,Cash,0
2022-01-06 14:00:00,Bank_A,Bank_Z,1431.56,1657.76,Wire,0
2022-01-06 15:00:00,Bank_C,Bank_X,195.19,236.59,Transfer,0
2022-01-06 16:00:00,Bank_A,Bank_Y,365.73,462.18,Cash,0
2022-01-06 17:00:00,Bank_C,Bank_X,607.04,41.54,Transfer,0
2022-01-06 18:00:00,Bank_B,Bank_Z,225.99,574.61,Cash,0
2022-01-06 19:00:00,Bank_A,Bank_X,1783.9,1348.31,Wire,0
2022-01-06 20:00:00,Bank_C,Bank_Z,1641.0,428.62,Transfer,0
2022-01-06 21:00:00,Bank_B,Bank_X,145.03,67.4,Transfer,0
2022-01-06 22:00:00,Bank_C,Bank_X,343.83,435.8,Wire,1
2022-01-06 23:00:00,Bank_A,Bank_Y,178.97,726.96,Transfer,0
2022-01-07 00:00:00,Bank_A,Bank_Z,167.62,260.79,Wire,0
2022-01-07 01:00:00,Bank_A,Bank_Z,18.79,1059.46,Wire,0
2022-01-07 02:00:00,Bank_A,Bank_Z,470.25,523.03,Credit Card,0
2022-01-07 03:00:00,Bank_B,Bank_Y,349.26,1147.55,Cash,0
2022-01-07 04:00:00,Bank_C,Bank_X,26.43,488.43,Credit Card,0
2022-01-07 05:00:00,Bank_B,Bank_Y,163.31,70.37,Wire,0
2022-01-07 06:00:00,Bank_A,Bank_X,1194.43,185.31,Wire,0
2022-01-07 07:00:00,Bank_C,Bank_Y,136.93,112.69,Transfer,0
2022-01-07 08:00:00,Bank_A,Bank_Y,78.27,1197.5,Wire,0
2022-01-07 09:00:00,Bank_B,Bank_Z,336.14,714.39,Wire,0
2022-01-07 10:00:00,Bank_B,Bank_Y,2122.02,564.12,Wire,0
2022-01-07 11:00:00,Bank_B,Bank_X,138.57,179.03,Cash,1
2022-01-07 12:00:00,Bank_C,Bank_Y,557.58,101.7,Credit Card,0
2022-01-07 13:00:00,Bank_C,Bank_Y,716.94,706.22,Credit Card,1
2022-01-07 14:00:00,Bank_A,Bank_X,135.67,321.38,Cash,1
2022-01-07 15:00:00,Bank_C,Bank_Z,651.37,127.96,Cash,1
2022-01-07 16:00:00,Bank_C,Bank_X,229.26,479.37,Cash,0
2022-01-07 17:00:00,Bank_B,Bank_X,500.25,20.58,Credit Card,0
2022-01-07 18:00:00,Bank_A,Bank_X,501.92,197.39,Credit Card,0
2022-01-07 19:00:00,Bank_B,Bank_Y,383.69,316.08,Wire,0
2022-01-07 20:00:00,Bank_A,Bank_Y,47.31,80.06,Credit Card,0
2022-01-07 21:00:00,Bank_A,Bank_X,901.82,2088.47,Transfer,0
2022-01-07 22:00:00,Bank_C,Bank_X,193.41,117.29,Credit Card,0
2022-01-07 23:00:00,Bank_B,Bank_Z,103.22,69.83,Cash,0
2022-01-08 00:00:00,Bank_C,Bank_Y,20.81,113.79,Credit Card,0
2022-01-08 01:00:00,Bank_C,Bank_Y,446.89,732.8,Wire,0
2022-01-08 02:00:00,Bank_C,Bank_Y,565.93,277.13,Credit Card,0
2022-01-08 03:00:00,Bank_A,Bank_Y,8.36,416.68,Cash,0
2022-01-08 04:00:00,Bank_B,Bank_X,358.82,10.62,Transfer,0
2022-01-08 05:00:00,Bank_B,Bank_X,128.41,17.52,Cash,0
2022-01-08 06:00:00,Bank_C,Bank_Z,518.06,295.14,Transfer,0
2022-01-08 07:00:00,Bank_A,Bank_Y,95.8,848.19,Wire,1
2022-01-08 08:00:00,Bank_B,Bank_Y,587.11,1082.45,Wire,0
2022-01-08 09:00:00,Bank_B,Bank_X,244.48,45.35,Credit Card,0
2022-01-08 10:00:00,Bank_C,Bank_Z,1380.17,386.49,Wire,0
2022-01-08 11:00:00,Bank_A,Bank_X,73.97,1222.25,Wire,0
2022-01-08 12:00:00,Bank_C,Bank_Y,208.57,245.49,Cash,0
2022-01-08 13:00:00,Bank_B,Bank_Y,60.22,884.7,Cash,0
2022-01-08 14:00:00,Bank_A,Bank_Z,1293.1,71.76,Credit Card,0
2022-01-08 15:00:00,Bank_C,Bank_X,1049.17,1369.73,Credit Card,0
2022-01-08 16:00:00,Bank_B,Bank_Y,149.16,696.0,Credit Card,0
2022-01-08 17:00:00,Bank_C,Bank_Y,539.38,1417.95,Credit Card,0
2022-01-08 18:00:00,Bank_C,Bank_Z,849.74,564.46,Cash,0
2022-01-08 19:00:00,Bank_C,Bank_Y,405.07,225.81,Credit Card,0
2022-01-08 20:00:00,Bank_A,Bank_Y,377.14,1391.77,Credit Card,0
2022-01-08 21:00:00,Bank_B,Bank_X,138.44,161.18,Wire,1
2022-01-08 22:00:00,Bank_B,Bank_Z,48.86,201.86,Credit Card,0
2022-01-08 23:00:00,Bank_B,Bank_Z,1137.56,603.34,Transfer,0
2022-01-09 00:00:00,Bank_B,Bank_Z,1153.39,724.76,Wire,0
2022-01-09 01:00:00,Bank_A,Bank_X,501.33,1325.39,Cash,0
2022-01-09 02:00:00,Bank_C,Bank_Z,207.02,114.58,Transfer,0
2022-01-09 03:00:00,Bank_B,Bank_Y,214.78,799.74,Credit Card,0
2022-01-09 04:00:00,Bank_A,Bank_Z,647.23,670.75,Wire,0
2022-01-09 05:00:00,Bank_C,Bank_Y,1137.05,32.96,Credit Card,0
2022-01-09 06:00:00,Bank_A,Bank_Z,1090.57,244.88,Wire,0
2022-01-09 07:00:00,Bank_A,Bank_Z,756.78,166.18,Credit Card,0
2022-01-09 08:00:00,Bank_B,Bank_X,513.66,181.56,Transfer,0
2022-01-09 09:00:00,Bank_B,Bank_Z,43.95,2035.71,Cash,0
2022-01-09 10:00:00,Bank_C,Bank_Z,88.15,514.7,Transfer,0
2022-01-09 11:00:00,Bank_C,Bank_X,1144.12,632.35,Transfer,0
2022-01-09 12:00:00,Bank_B,Bank_Y,466.25,1877.89,Cash,0
2022-01-09 13:00:00,Bank_A,Bank_Z,4.62,236.77,Wire,0
2022-01-09 14:00:00,Bank_B,Bank_Z,53.5,809.34,Wire,0
2022-01-09 15:00:00,Bank_C,Bank_Y,544.58,285.05,Cash,0
2022-01-09 16:00:00,Bank_A,Bank_X,2.54,1018.32,Credit Card,0
2022-01-09 17:00:00,Bank_A,Bank_Z,87.66,99.63,Wire,0
2022-01-09 18:00:00,Bank_A,Bank_X,397.85,1475.25,Transfer,0
2022-01-09 19:00:00,Bank_B,Bank_Y,588.66,123.44,Cash,0
2022-01-09 20:00:00,Bank_B,Bank_Y,527.72,197.43,Transfer,0
2022-01-09 21:00:00,Bank_C,Bank_X,126.97,705.69,Wire,0
2022-01-09 22:00:00,Bank_A,Bank_Y,622.71,250.24,Cash,0
2022-01-09 23:00:00,Bank_A,Bank_Y,135.41,468.52,Cash,0
2022-01-10 00:00:00,Bank_B,Bank_Z,196.82,294.01,Wire,0
2022-01-10 01:00:00,Bank_C,Bank_X,686.18,678.12,Wire,0
2022-01-10 02:00:00,Bank_C,Bank_Z,524.39,129.6,Cash,0
2022-01-10 03:00:00,Bank_A,Bank_X,945.98,30.12,Credit Card,0
2022-01-10 04:00:00,Bank_B,Bank_Z,535.91,178.29,Cash,0
2022-01-10 05:00:00,Bank_A,Bank_Y,420.02,321.52,Credit Card,0
2022-01-10 06:00:00,Bank_B,Bank_X,49.18,91.97,Transfer,0
2022-01-10 07:00:00,Bank_C,Bank_X,229.21,219.1,Credit Card,0
2022-01-10 08:00:00,Bank_A,Bank_X,154.08,255.4,Credit Card,0
2022-01-10 09:00:00,Bank_A,Bank_X,139.85,29.55,Wire,0
2022-01-10 10:00:00,Bank_A,Bank_Y,1806.15,437.7,Cash,0
2022-01-10 11:00:00,Bank_C,Bank_Y,249.69,1078.57,Transfer,0
2022-01-10 12:00:00,Bank_A,Bank_Y,1113.03,82.29,Cash,0
2022-01-10 13:00:00,Bank_C,Bank_Z,498.67,455.41,Credit Card,0
2022-01-10 14:00:00,Bank_B,Bank_Y,791.91,546.42,Credit Card,0
2022-01-10 15:00:00,Bank_C,Bank_Z,349.22,271.79,Credit Card,0
2022-01-10 16:00:00,Bank_B,Bank_Z,430.08,603.82,Cash,0
2022-01-10 17:00:00,Bank_C,Bank_Y,339.15,264.44,Credit Card,0
2022-01-10 18:00:00,Bank_C,Bank_Y,108.61,351.23,Cash,1
2022-01-10 19:00:00,Bank_A,Bank_Y,640.88,3.69,Transfer,0
2022-01-10 20:00:00,Bank_C,Bank_Z,164.79,588.37,Transfer,0
2022-01-10 21:00:00,Bank_A,Bank_X,12.31,541.38,Cash,0
2022-01-10 22:00:00,Bank_B,Bank_Y,518.48,19.58,Transfer,0
2022-01-10 23:00:00,Bank_B,Bank_Z,97.47,229.63,Wire,0
2022-01-11 00:00:00,Bank_A,Bank_Z,1410.54,1932.38,Credit Card,0
2022-01-11 01:00:00,Bank_B,Bank_Y,1538.78,273.0,Credit Card,0
2022-01-11 02:00:00,Bank_C,Bank_Z,1231.75,348.52,Credit Card,0
2022-01-11 03:00:00,Bank_A,Bank_Y,231.14,1203.58,Wire,0
2022-01-11 04:00:00,Bank_A,Bank_Z,7.79,631.62,Credit Card,0
2022-01-11 05:00:00,Bank_A,Bank_X,1317.76,436.22,Cash,0
2022-01-11 06:00:00,Bank_B,Bank_Z,279.47,799.26,Credit Card,0
2022-01-11 07:00:00,Bank_B,Bank_Y,1700.42,998.9,Cash,0
2022-01-11 08:00:00,Bank_C,Bank_X,1656.87,305.22,Transfer,0
2022-01-11 09:00:00,Bank_C,Bank_Y,958.69,322.28,Cash,0
2022-01-11 10:00:00,Bank_A,Bank_Z,174.39,243.92,Cash,0
2022-01-11 11:00:00,Bank_C,Bank_X,243.15,1701.19,Cash,0
2022-01-11 12:00:00,Bank_B,Bank_X,952.36,597.29,Credit Card,0
2022-01-11 13:00:00,Bank_C,Bank_Z,190.57,43.45,Wire,0
2022-01-11 14:00:00,Bank_B,Bank_X,92.86,993.74,Wire,0
2022-01-11 15:00:00,Bank_C,Bank_X,406.87,327.5,Cash,0
2022-01-11 16:00:00,Bank_B,Bank_X,1375.65,35.62,Credit Card,0
2022-01-11 17:00:00,Bank_B,Bank_Y,595.41,398.94,Wire,0
2022-01-11 18:00:00,Bank_C,Bank_Y,422.06,269.92,Transfer,0
2022-01-11 19:00:00,Bank_C,Bank_X,51.11,1050.84,Transfer,0
2022-01-11 20:00:00,Bank_B,Bank_Z,477.27,114.07,Credit Card,0
2022-01-11 21:00:00,Bank_A,Bank_Z,2305.28,875.69,Transfer,0
2022-01-11 22:00:00,Bank_C,Bank_Y,75.46,407.87,Transfer,0
2022-01-11 23:00:00,Bank_B,Bank_Z,365.25,28.08,Transfer,0
2022-01-12 00:00:00,Bank_C,Bank_X,1049.3,1785.02,Wire,0
2022-01-12 01:00:00,Bank_C,Bank_Z,675.02,359.35,Transfer,0
2022-01-12 02:00:00,Bank_C,Bank_Y,597.04,171.86,Cash,0
2022-01-12 03:00:00,Bank_C,Bank_Y,606.14,316.88,Cash,0
2022-01-12 04:00:00,Bank_C,Bank_X,222.75,975.46,Transfer,0
2022-01-12 05:00:00,Bank_A,Bank_Y,173.78,181.85,Cash,0
2022-01-12 06:00:00,Bank_A,Bank_Y,828.69,107.02,Wire,0
2022-01-12 07:00:00,Bank_A,Bank_Y,830.66,69.1,Credit Card,0
2022-01-12 08:00:00,Bank_B,Bank_Z,1008.98,176.81,Cash,0
2022-01-12 09:00:00,Bank_A,Bank_Y,1222.31,757.17,Transfer,0
2022-01-12 10:00:00,Bank_A,Bank_Z,358.05,318.98,Credit Card,0
2022-01-12 11:00:00,Bank_B,Bank_Y,348.09,129.05,Credit Card,0
2022-01-12 12:00:00,Bank_A,Bank_Y,800.47,90.87,Transfer,0
2022-01-12 13:00:00,Bank_C,Bank_Z,524.86,202.28,Cash,0
2022-01-12 14:00:00,Bank_A,Bank_Z,605.28,1406.08,Wire,0
2022-01-12 15:00:00,Bank_A,Bank_X,794.31,210.06,Cash,0
2022-01-12 16:00:00,Bank_A,Bank_X,1103.66,2216.62,Cash,0
2022-01-12 17:00:00,Bank_C,Bank_Z,206.24,332.02,Wire,0
2022-01-12 18:00:00,Bank_C,Bank_Y,235.47,98.72,Credit Card,0
2022-01-12 19:00:00,Bank_C,Bank_X,49.35,1108.85,Wire,0
2022-01-12 20:00:00,Bank_C,Bank_Z,431.71,308.42,Wire,0
2022-01-12 21:00:00,Bank_B,Bank_Z,18.3,618.37,Transfer,0
2022-01-12 22:00:00,Bank_C,Bank_Y,313.3,2058.65,Transfer,0
2022-01-12 23:00:00,Bank_C,Bank_Z,391.15,25.74,Cash,0
2022-01-13 00:00:00,Bank_C,Bank_X,168.82,50.85,Transfer,0
2022-01-13 01:00:00,Bank_C,Bank_Y,446.82,637.3,Wire,0
2022-01-13 02:00:00,Bank_B,Bank_Z,15.49,165.52,Wire,0
2022-01-13 03:00:00,Bank_A,Bank_Z,19.03,101.86,Transfer,0
2022-01-13 04:00:00,Bank_A,Bank_Y,864.68,20.08,Transfer,0
2022-01-13 05:00:00,Bank_C,Bank_Y,223.29,11.04,Transfer,0
2022-01-13 06:00:00,Bank_C,Bank_Y,67.94,744.69,Wire,0
2022-01-13 07:00:00,Bank_C,Bank_X,369.33,72.19,Credit Card,0
2022-01-13 08:00:00,Bank_A,Bank_X,734.82,315.29,Credit Card,0
2022-01-13 09:00:00,Bank_A,Bank_Z,121.56,465.57,Transfer,0
2022-01-13 10:00:00,Bank_C,Bank_Z,487.61,279.62,Cash,0
2022-01-13 11:00:00,Bank_A,Bank_Y,44.61,13.74,Cash,0
2022-01-13 12:00:00,Bank_B,Bank_Z,26.53,765.09,Credit Card,0
2022-01-13 13:00:00,Bank_C,Bank_Z,378.95,5.28,Transfer,0
2022-01-13 14:00:00,Bank_C,Bank_Y,388.96,717.51,Wire,0
2022-01-13 15:00:00,Bank_B,Bank_X,507.27,1118.89,Cash,0
2022-01-13 16:00:00,Bank_B,Bank_X,647.48,283.56,Cash,0
2022-01-13 17:00:00,Bank_A,Bank_X,1861.78,383.44,Wire,0
2022-01-13 18:00:00,Bank_B,Bank_Z,363.15,324.07,Wire,0
2022-01-13 19:00:00,Bank_C,Bank_Y,195.01,246.5,Transfer,0
2022-01-13 20:00:00,Bank_A,Bank_X,792.83,1092.07,Wire,0
2022-01-13 21:00:00,Bank_B,Bank_Z,157.93,1121.84,Wire,0
2022-01-13 22:00:00,Bank_A,Bank_Y,288.99,204.6,Wire,0
2022-01-13 23:00:00,Bank_A,Bank_X,40.85,477.35,Credit Card,1
2022-01-14 00:00:00,Bank_A,Bank_X,12.84,1308.02,Wire,0
2022-01-14 01:00:00,Bank_A,Bank_Y,1643.69,1635.85,Cash,0
2022-01-14 02:00:00,Bank_B,Bank_Z,903.88,355.61,Transfer,0
2022-01-14 03:00:00,Bank_C,Bank_Z,595.32,301.49,Transfer,0
2022-01-14 04:00:00,Bank_C,Bank_X,262.93,163.35,Transfer,0
2022-01-14 05:00:00,Bank_B,Bank_Y,95.15,1595.53,Credit Card,0
2022-01-14 06:00:00,Bank_C,Bank_Z,85.06,77.05,Cash,0
2022-01-14 07:00:00,Bank_A,Bank_Y,144.0,433.55,Wire,0
2022-01-14 08:00:00,Bank_A,Bank_Y,398.4,166.03,Cash,0
2022-01-14 09:00:00,Bank_A,Bank_X,626.92,163.56,Transfer,0
2022-01-14 10:00:00,Bank_B,Bank_Y,539.7,259.57,Wire,0
2022-01-14 11:00:00,Bank_A,Bank_Y,164.21,3359.78,Transfer,1
2022-01-14 12:00:00,Bank_A,Bank_Y,1549.05,28.27,Transfer,0
2022-01-14 13:00:00,Bank_B,Bank_Z,669.51,432.02,Transfer,0
2022-01-14 14:00:00,Bank_A,Bank_X,404.12,43.09,Cash,1
2022-01-14 15:00:00,Bank_A,Bank_X,473.02,83.93,Cash,0
2022-01-14 16:00:00,Bank_C,Bank_Y,272.02,289.52,Transfer,0
2022-01-14 17:00:00,Bank_B,Bank_Y,142.33,357.14,Transfer,0
2022-01-14 18:00:00,Bank_A,Bank_Z,220.01,149.74,Wire,0
2022-01-14 19:00:00,Bank_A,Bank_X,709.09,190.23,Transfer,1
2022-01-14 20:00:00,Bank_A,Bank_Z,7.25,45.49,Transfer,0
2022-01-14 21:00:00,Bank_A,Bank_X,61.69,180.64,Transfer,0
2022-01-14 22:00:00,Bank_C,Bank_Z,23.55,1698.98,Transfer,0
2022-01-14 23:00:00,Bank_C,Bank_Y,20.79,1447.56,Cash,0
2022-01-15 00:00:00,Bank_C,Bank_Z,967.1,203.89,Transfer,0
2022-01-15 01:00:00,Bank_C,Bank_Y,608.12,422.98,Credit Card,0
2022-01-15 02:00:00,Bank_B,Bank_X,321.39,1201.73,Transfer,0
2022-01-15 03:00:00,Bank_A,Bank_X,51.48,3.1,Cash,0
2022-01-15 04:00:00,Bank_C,Bank_Y,338.26,832.17,Credit Card,0
2022-01-15 05:00:00,Bank_A,Bank_X,320.73,1481.82,Credit Card,0
